0,15.8815,30.0995,3.66144,6.79758,-1,19.28029,12.48271
1,20.6674,32.86,13.4082,5.1276,-1,23.2312,18.1036
2,23.7957,43.6481,17.669,5.32844,-1,26.45992,21.13148
3,26.9493,43.6481,20.7098,5.68308,-1,29.79084,24.10776
4,28.9042,48.1711,22.5334,5.38938,-1,31.59889,26.20951
5,31.0001,48.1711,25.5144,4.78857,-1,33.394385,28.605815
6,32.184,48.1711,26.9146,4.69172,-1,34.52986,29.83814
7,33.2476,48.1711,28.2593,4.54772,-1,35.52146,30.97374
8,34.3235,48.1711,29.3885,4.30079,-1,36.473895,32.173105
9,35.5812,48.1711,30.3588,4.14244,-1,37.65242,33.50998
10,36.5727,48.1711,31.9722,4.22166,-1,38.68353,34.46187
11,37.3793,49.833,32.5714,4.37876,-1,39.56868,35.18992
12,38.2228,49.833,33.2193,4.28895,-1,40.367275,36.078325
13,39.2351,49.833,33.9103,4.25305,-1,41.361625,37.108575
14,40.1495,49.833,34.6722,4.09685,-1,42.197925,38.101075
15,40.998,59.4915,35.6599,4.60726,-1,43.30163,38.69437
16,41.6694,59.4915,36.8053,4.33711,-1,43.837955,39.500845
17,42.339,59.4915,37.0819,4.31951,-1,44.498755,40.179245
18,42.9833,59.4915,37.6383,4.01251,-1,44.989555,40.977045
19,43.4949,59.4915,38.6439,4.07587,-1,45.532835,41.456965
20,44.1023,59.4915,39.3739,4.02088,-1,46.11274,42.09186
21,45.6405,61.9089,40.7217,4.33785,-1,47.809425,43.471575
22,46.5117,61.9089,41.4802,4.47917,-1,48.751285,44.272115
23,47.2168,61.9089,42.6383,4.14987,-1,49.291735,45.141865
24,48.121,61.9089,43.6481,4.00084,-1,50.12142,46.12058
25,48.7129,61.9089,43.7583,4.20558,-1,50.81569,46.61011
26,49.928,65.578,44.8596,4.4076,-1,52.1318,47.7242
27,51.3929,66.6593,46.4199,5.00909,-1,53.897445,48.888355
28,51.9559,66.6593,47.1827,5.05966,-1,54.48573,49.42607
29,52.1489,66.6593,47.3415,4.96187,-1,54.629835,49.667965
30,52.6851,66.6593,47.7327,4.93201,-1,55.151105,50.219095
31,52.761,66.6593,47.8,4.88539,-1,55.203695,50.318305
32,54.0598,67.3524,48.5298,5.2345,-1,56.67705,51.44255
33,54.7127,67.3524,48.8756,5.24081,-1,57.333105,52.092295
34,55.2817,67.3524,49.6184,4.9734,-1,57.7684,52.795
35,56.184,67.3772,50.285,4.96168,-1,58.66484,53.70316
36,56.8549,70.7218,50.9032,5.01678,-1,59.36329,54.34651
37,57.2563,70.7218,51.4467,4.83801,-1,59.675305,54.837295
38,58.5585,71.5412,52.5156,5.17305,-1,61.145025,55.971975
39,58.9996,71.5412,52.853,4.88439,-1,61.441795,56.557405
40,59.9883,75.6869,53.4846,5.03458,-1,62.50559,57.47101
41,60.9419,75.6869,54.5323,4.84774,-1,63.36577,58.51803
42,61.3888,75.6869,55.7182,4.63207,-1,63.704835,59.072765
43,61.8136,75.6869,56.034,4.43651,-1,64.031855,59.595345
44,62.4722,75.6869,57.1622,4.34438,-1,64.64439,60.30001
45,63.009,75.6869,57.8109,4.2114,-1,65.1147,60.9033
46,63.4008,75.6869,58.0521,3.96381,-1,65.382705,61.418895
47,63.6056,75.6869,58.4374,3.85091,-1,65.531055,61.680145
48,63.7842,75.6869,58.6648,3.72573,-1,65.647065,61.921335
49,64.3322,79.9883,59.5552,3.99823,-1,66.331315,62.333085
50,64.6589,79.9883,59.8356,4.0222,-1,66.67,62.6478
51,65.0401,79.9883,60.3526,3.8861,-1,66.98315,63.09705
52,65.2358,79.9883,60.8541,3.80909,-1,67.140345,63.331255
53,65.5618,79.9883,61.5389,3.68334,-1,67.40347,63.72013
54,65.9224,79.9883,61.6899,3.69649,-1,67.770645,64.074155
55,66.1566,79.9883,61.7775,3.58638,-1,67.94979,64.36341
56,66.2323,79.9883,61.8146,3.52562,-1,67.99511,64.46949
57,67.1655,79.9883,62.4434,3.72334,-1,69.02717,65.30383
58,67.3706,79.9883,62.7236,3.66498,-1,69.20309,65.53811
59,67.7586,79.9883,63.2159,3.54802,-1,69.53261,65.98459
60,68.1716,79.9883,63.8361,3.36703,-1,69.855115,66.488085
61,68.2953,79.9883,64.1102,3.30964,-1,69.95012,66.64048
62,68.3837,79.9883,64.2978,3.23902,-1,70.00321,66.76419
63,68.6671,79.9883,64.8365,3.24011,-1,70.287155,67.047045
64,69.0752,79.9883,64.9234,3.60065,-1,70.875525,67.274875
65,69.4274,79.9883,65.354,3.57927,-1,71.217035,67.637765
66,69.4326,79.9883,65.3899,3.57348,-1,71.21934,67.64586
67,69.7705,79.9883,65.5834,3.57102,-1,71.55601,67.98499
68,69.8297,79.9883,65.747,3.51619,-1,71.587795,68.071605
69,70.1132,79.9883,66.0302,3.54678,-1,71.88659,68.33981
70,70.3888,79.9883,66.3909,3.49136,-1,72.13448,68.64312
71,70.5215,79.9883,66.3995,3.4448,-1,72.2439,68.7991
72,70.613,79.9883,66.4588,3.41875,-1,72.322375,68.903625
73,70.7423,79.9883,66.8933,3.35223,-1,72.418415,69.066185
74,70.7423,79.9883,66.8933,3.35223,-1,72.418415,69.066185
75,70.7423,79.9883,66.8933,3.35223,-1,72.418415,69.066185
76,70.9049,79.9883,67.0622,3.33673,-1,72.573265,69.236535
77,71.0824,79.9883,67.0858,3.33934,-1,72.75207,69.41273
78,71.7806,82.7637,67.2608,3.72271,-1,73.641955,69.919245
79,71.9905,82.7637,67.372,3.66926,-1,73.82513,70.15587
80,72.2773,82.7637,67.6931,3.49505,-1,74.024825,70.529775
